選手名,チーム,打率,試合,打席数,打数,安打,本塁打,打点,盗塁,四球,死球,三振,犠打,併殺打,出塁率,長打率,OPS,RC27,XR27,year,年俸(万円),守備,年数,年齢,生年月日,身長,体重,血液型,投打,出身地,外国出身
伏見　寅威,オリックス,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-3.78,-3.74,2014.0,1200,捕手,2,24,1990/05/12,182cm,86kg,AB型,右右,北海道,False
赤田　龍一郎,中日,0.0,2.0,5.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,-3.82,-3.78,2014.0,440,捕手,5,26,1988/01/07,178cm,80kg,B型,右左,愛知,False
塚田　正義,ソフトバンク,0.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.80,0.61,2014.0,1000,内野手,3,25,1989/07/23,177cm,76kg,A型,右右,茨城,False
内村　賢介,DeNA,0.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,2014.0,3500,内野手,7,28,1986/03/17,163cm,65kg,B型,右両,東京都,True
立岡　宗一郎,巨人,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.81,-2.57,2014.0,1000,内野手,6,24,1990/05/18,181cm,83kg,A型,右両,熊本,False
小島　脩平,オリックス,0.0,10.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-3.23,-0.81,2014.0,800,内野手,3,27,1987/06/05,177cm,75kg,O型,右左,群馬,False
庄司　隼人,広島,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,2014.0,550,内野手,5,23,1991/06/21,175cm,76kg,A型,右左,静岡,False
中川　大志,楽天,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.70,-2.43,2014.0,630,内野手,6,24,1990/06/08,186cm,92kg,A型,右右,愛知,False
鬼屋敷　正人,巨人,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,2014.0,570,捕手,5,23,1991/06/19,178cm,84kg,O型,右右,三重,False
大嶋　匠,日本ハム,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.92,-2.70,2014.0,500,捕手,3,24,1990/02/14,180cm,95kg,A型,右左,群馬,False
尾崎　匡哉,日本ハム,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,740,捕手,12,30,1984/06/02,182cm,83kg,B型,右右,兵庫,False
日高　剛,阪神,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,4000,捕手,19,37,1977/08/15,182cm,90kg,A型,右左,福岡,False
小山　桂司,楽天,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,2000,捕手,9,34,1980/11/19,175cm,85kg,A型,右右,宮城,False
丸毛　謙一,オリックス,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,550,外野手,4,26,1988/08/02,183cm,78kg,A型,右右,大阪,False
山下　斐紹,ソフトバンク,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,900,捕手,4,22,1992/11/16,179cm,92kg,A型,右左,北海道,False
中嶋　聡,日本ハム,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,3200,捕手,28,45,1969/03/27,182cm,82kg,AB型,右右,秋田,False
下妻　貴寛,楽天,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,600,捕手,2,20,1994/04/15,186cm,86kg,B型,右右,山形,False
美沢　将,西武,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,700,内野手,5,26,1988/03/03,181cm,80kg,O型,右右,鹿児島,False
拓也,ソフトバンク,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,2014.0,500,捕手,4,22,1992/11/05,169cm,69kg,O型,右右,大分,False
加治前　竜一,,,,,,,,,,,,,,,,,,,,,1250,外野手,7,29,1985/04/06,175cm,80kg,A型,右右,奈良,False
大累　進,,,,,,,,,,,,,,,,,,,,,1050,内野手,2,24,1990/08/31,175cm,73kg,O型,右右,北海道,False
井野　卓,,,,,,,,,,,,,,,,,,,,,1000,捕手,9,31,1983/11/23,180cm,84kg,B型,右右,群馬,False
坂口　真規,,,,,,,,,,,,,,,,,,,,,900,内野手,2,24,1990/09/29,187cm,95kg,A型,右右,和歌山,False
和田　恋,,,,,,,,,,,,,,,,,,,,,720,内野手,1,19,1995/09/26,180cm,80kg,O型,右右,高知,False
河野　元貴,,,,,,,,,,,,,,,,,,,,,700,捕手,5,23,1991/06/14,179cm,83kg,B型,右左,福岡,False
辻　東倫,,,,,,,,,,,,,,,,,,,,,630,内野手,2,20,1994/08/11,181cm,82kg,B型,右左,三重,False
奥村　展征,,,,,,,,,,,,,,,,,,,,,540,内野手,1,19,1995/05/26,178cm,72kg,O型,右左,滋賀,False
高橋　洸,,,,,,,,,,,,,,,,,,,,,490,内野手,3,21,1993/04/30,184cm,77kg,A型,右左,新潟,False
荻野　貴幸,,,,,,,,,,,,,,,,,,,,,270,内野手,4,26,1988/04/15,176cm,69kg,O型,右左,愛知,False
和田　凌太,,,,,,,,,,,,,,,,,,,,,270,内野手,4,22,1992/07/20,180cm,77kg,O型,右右,広島,False
芳川　庸,,,,,,,,,,,,,,,,,,,,,260,捕手,3,21,1993/08/18,183cm,91kg,A型,右右,京都,False
青山　誠,,,,,,,,,,,,,,,,,,,,,240,外野手,1,23,1991/11/01,185cm,81kg,O型,右右,兵庫,False
北之園　隆生,,,,,,,,,,,,,,,,,,,,,240,内野手,1,19,1995/04/12,180cm,80kg,AB型,右左,鹿児島,False
高山　久,,,,,,,,,,,,,,,,,,,,,1700,外野手,15,33,1981/11/16,177cm,85kg,O型,右右,熊本,False
小宮山　慎二,,,,,,,,,,,,,,,,,,,,,1400,捕手,11,29,1985/11/26,178cm,85kg,A型,右右,神奈川,False
岡崎　太一,,,,,,,,,,,,,,,,,,,,,950,捕手,10,31,1983/06/20,180cm,85kg,O型,右右,奈良,False
陽川　尚将,,,,,,,,,,,,,,,,,,,,,840,内野手,1,23,1991/07/17,179cm,86kg,O型,右右,大阪,False
森田　一成,,,,,,,,,,,,,,,,,,,,,820,内野手,7,25,1989/08/04,185cm,98kg,A型,右左,岡山,False
小豆畑　眞也,,,,,,,,,,,,,,,,,,,,,800,捕手,2,26,1988/07/22,181cm,78kg,B型,右右,岐阜,False
横田　慎太郎,,,,,,,,,,,,,,,,,,,,,720,外野手,1,19,1995/06/09,186cm,85kg,O型,左左,鹿児島,False
北條　史也,,,,,,,,,,,,,,,,,,,,,720,内野手,2,20,1994/07/29,177cm,72kg,O型,右右,大阪,False
一二三　慎太,,,,,,,,,,,,,,,,,,,,,700,外野手,4,22,1992/09/29,187cm,90kg,A型,右右,大阪,False
黒瀬　春樹,,,,,,,,,,,,,,,,,,,,,650,内野手,11,29,1985/04/15,180cm,80kg,B型,右右,岐阜,False
西田　直斗,,,,,,,,,,,,,,,,,,,,,600,内野手,3,21,1993/04/26,186cm,72kg,O型,右左,大阪,False
中谷　将大,,,,,,,,,,,,,,,,,,,,,580,外野手,4,21,1993/01/05,187cm,84kg,A型,右右,福岡,False
原口　文仁,,,,,,,,,,,,,,,,,,,,,400,捕手,5,22,1992/03/03,182cm,79kg,AB型,右右,埼玉,False
阪口　哲也,,,,,,,,,,,,,,,,,,,,,300,内野手,4,22,1992/08/31,180cm,81kg,O型,右左,大阪,False
藤澤　拓斗,,,,,,,,,,,,,,,,,,,,,1000,内野手,1,24,1990/05/27,174cm,82kg,O型,右左,大分,False
杉山　翔大,,,,,,,,,,,,,,,,,,,,,975,捕手,2,23,1991/02/10,173cm,88kg,O型,右右,千葉,False
桂　依央利,,,,,,,,,,,,,,,,,,,,,800,捕手,1,23,1991/07/09,185cm,83kg,B型,右右,大阪,False
井藤　真吾,,,,,,,,,,,,,,,,,,,,,440,外野手,6,24,1990/05/27,185cm,79kg,B型,右左,岐阜,False
赤坂　和幸,,,,,,,,,,,,,,,,,,,,,400,外野手,7,25,1989/09/04,185cm,83kg,B型,右右,神奈川,False
宋　相勲,,,,,,,,,,,,,,,,,,,,,400,外野手,3,21,1993/02/24,190cm,93kg,O型,右右,韓国,True
橋爪　大佑,,,,,,,,,,,,,,,,,,,,,300,内野手,1,22,1992/03/30,174cm,73kg,A型,右両,大阪,False
赤堀　大智,,,,,,,,,,,,,,,,,,,,,900,外野手,2,27,1987/04/13,188cm,92kg,A型,右右,静岡,False
加藤　政義,,,,,,,,,,,,,,,,,,,,,880,内野手,5,27,1987/04/28,173cm,76kg,B型,右左,宮城,False
渡邊　雄貴,,,,,,,,,,,,,,,,,,,,,520,内野手,3,21,1993/04/09,180cm,79kg,O型,右右,岡山,False
モスカテル,,,,,,,,,,,,,,,,,,,,,300,捕手,2,23,1991/05/16,185cm,80kg,不明,右右,ベネズエラ,True
栗原　健太,,,,,,,,,,,,,,,,,,,,,8400,内野手,15,32,1982/01/08,183cm,97kg,O型,右右,山形,False
東出　輝裕,,,,,,,,,,,,,,,,,,,,,7000,内野手,16,34,1980/08/21,171cm,75kg,A型,右左,福井,False
下水流　昂,,,,,,,,,,,,,,,,,,,,,860,外野手,2,26,1988/04/23,178cm,88kg,A型,右右,神奈川,False
土生　翔平,,,,,,,,,,,,,,,,,,,,,750,外野手,3,25,1989/08/16,180cm,87kg,O型,右左,広島,False
松本　高明,,,,,,,,,,,,,,,,,,,,,720,内野手,12,30,1984/04/12,177cm,76kg,B型,右左,東京都,True
上村　和裕,,,,,,,,,,,,,,,,,,,,,650,捕手,14,31,1983/02/20,178cm,88kg,O型,右両,北海道,False
鈴木　将光,,,,,,,,,,,,,,,,,,,,,600,外野手,9,27,1987/04/08,182cm,85kg,A型,右右,富山,False
磯村　嘉孝,,,,,,,,,,,,,,,,,,,,,600,捕手,4,22,1992/11/01,178cm,89kg,A型,右右,愛知,False
中村　憲,,,,,,,,,,,,,,,,,,,,,525,外野手,7,25,1989/09/27,186cm,90kg,B型,左左,京都,False
美間　優槻,,,,,,,,,,,,,,,,,,,,,500,内野手,2,20,1994/05/26,177cm,90kg,B型,右右,徳島,False
中村　亘佑,,,,,,,,,,,,,,,,,,,,,375,捕手,5,23,1991/04/02,181cm,87kg,O型,右右,神奈川,False
森下　宗,,,,,,,,,,,,,,,,,,,,,355,外野手,2,23,1991/02/23,176cm,75kg,B型,左左,静岡,False
田中　雅彦,,,,,,,,,,,,,,,,,,,,,2000,捕手,11,32,1982/01/09,175cm,78kg,A型,右右,大阪,False
新田　玄気,,,,,,,,,,,,,,,,,,,,,900,捕手,6,32,1982/08/22,172cm,80kg,A型,右右,香川,False
星野　雄大,,,,,,,,,,,,,,,,,,,,,760,捕手,2,26,1988/10/19,177cm,80kg,B型,右右,岡山,False
川上　竜平,,,,,,,,,,,,,,,,,,,,,650,外野手,3,21,1993/05/08,181cm,80kg,A型,右右,沖縄,False
又野　知弥,,,,,,,,,,,,,,,,,,,,,500,内野手,4,22,1992/10/09,187cm,83kg,O型,右右,北海道,False
佐藤　貴規,,,,,,,,,,,,,,,,,,,,,370,外野手,4,21,1993/01/29,181cm,78kg,B型,右左,宮城,False
福田　秀平,,,,,,,,,,,,,,,,,,,,,1800,外野手,8,25,1989/02/10,181cm,78kg,AB型,右左,神奈川,False
真砂　勇介,,,,,,,,,,,,,,,,,,,,,500,外野手,2,20,1994/05/04,184cm,79kg,B型,右右,京都,False
上林　誠知,,,,,,,,,,,,,,,,,,,,,500,内野手,1,19,1995/08/01,183cm,80kg,O型,右左,埼玉,False
勧野　甲輝,,,,,,,,,,,,,,,,,,,,,480,内野手,4,22,1992/07/12,182cm,86kg,O型,右右,大阪,False
細山田　武史,,,,,,,,,,,,,,,,,,,,,480,捕手,6,28,1986/04/29,179cm,77kg,A型,右右,鹿児島,False
白根　尚貴,,,,,,,,,,,,,,,,,,,,,480,内野手,3,21,1993/04/28,185cm,82kg,A型,右右,島根,False
安田　圭佑,,,,,,,,,,,,,,,,,,,,,440,外野手,4,27,1987/10/06,174cm,72kg,A型,左左,宮崎,False
笹沼　明広,,,,,,,,,,,,,,,,,,,,,400,捕手,3,27,1987/07/17,184cm,82kg,B型,右右,栃木,False
八木　健史,,,,,,,,,,,,,,,,,,,,,400,捕手,2,24,1990/01/13,186cm,84kg,B型,右右,東京都,True
亀澤　恭平,,,,,,,,,,,,,,,,,,,,,400,内野手,3,26,1988/10/15,172cm,73kg,B型,右左,岡山,False
宮崎　駿,,,,,,,,,,,,,,,,,,,,,400,内野手,2,24,1990/11/27,175cm,69kg,B型,右左,福井,False
張本　優大,,,,,,,,,,,,,,,,,,,,,400,捕手,1,24,1990/10/13,181cm,84kg,A型,右右,大阪,False
新崎　慎弥,,,,,,,,,,,,,,,,,,,,,400,内野手,3,25,1989/10/22,170cm,68kg,B型,右左,沖縄,False
大滝　勇佑,,,,,,,,,,,,,,,,,,,,,270,内野手,2,20,1994/04/05,180cm,77kg,B型,右右,大阪,False
松冨　倫,,,,,,,,,,,,,,,,,,,,,270,内野手,2,24,1990/04/26,171cm,70kg,B型,右右,大分,False
曽根　海成,,,,,,,,,,,,,,,,,,,,,270,内野手,1,19,1995/04/24,175cm,70kg,A型,右左,大阪,False
釜元　豪,,,,,,,,,,,,,,,,,,,,,270,外野手,3,21,1993/09/03,179cm,76kg,B型,右左,長崎,False
中原　大樹,,,,,,,,,,,,,,,,,,,,,270,内野手,4,22,1992/06/06,185cm,98kg,A型,右右,鹿児島,False
Ｇ．Ｇ．佐藤,,,,,,,,,,,,,,,,,,,,,1300,外野手,10,36,1978/08/09,184cm,98kg,AB型,右右,千葉,False
塀内　久雄,,,,,,,,,,,,,,,,,,,,,1100,内野手,15,33,1981/07/07,180cm,82kg,A型,右左,愛媛,False
神戸　拓光,,,,,,,,,,,,,,,,,,,,,850,外野手,8,29,1985/02/23,191cm,98kg,A型,右左,茨城,False
小池　翔大,,,,,,,,,,,,,,,,,,,,,770,捕手,4,26,1988/06/24,183cm,86kg,O型,右右,東京都,True
角　晃多,,,,,,,,,,,,,,,,,,,,,440,内野手,6,23,1991/01/13,168cm,74kg,A型,右左,神奈川,False
肘井　竜蔵,,,,,,,,,,,,,,,,,,,,,240,捕手,1,19,1995/11/13,182cm,88kg,A型,右左,兵庫,False
坂田　遼,,,,,,,,,,,,,,,,,,,,,1800,外野手,6,28,1986/10/02,178cm,90kg,A型,右左,神奈川,False
田代　将太郎,,,,,,,,,,,,,,,,,,,,,700,外野手,3,25,1989/12/13,178cm,75kg,A型,左左,北海道,False
中田　祥多,,,,,,,,,,,,,,,,,,,,,650,捕手,7,24,1990/02/22,182cm,85kg,A型,右右,兵庫,False
駒月　仁人,,,,,,,,,,,,,,,,,,,,,600,外野手,3,21,1993/04/21,176cm,87kg,O型,右右,京都,False
金子　一輝,,,,,,,,,,,,,,,,,,,,,600,内野手,1,19,1995/05/29,182cm,72kg,B型,右右,神奈川,False
藤澤　亨明,,,,,,,,,,,,,,,,,,,,,440,捕手,3,25,1989/11/11,180cm,83kg,B型,右左,長野,False
水口　大地,,,,,,,,,,,,,,,,,,,,,300,内野手,2,25,1989/06/28,165cm,60kg,A型,右左,長崎,False
島井　寛仁,,,,,,,,,,,,,,,,,,,,,800,外野手,2,24,1990/06/19,175cm,70kg,A型,右右,沖縄,False
仲澤　広基,,,,,,,,,,,,,,,,,,,,,600,内野手,6,27,1987/01/22,181cm,80kg,A型,右右,山梨,False
北川　倫太郎,,,,,,,,,,,,,,,,,,,,,600,外野手,3,21,1993/06/21,184cm,80kg,B型,右左,大阪,False
柿澤　貴裕,,,,,,,,,,,,,,,,,,,,,600,外野手,2,20,1994/07/30,179cm,80kg,A型,右左,鹿児島,False
神保　貴宏,,,,,,,,,,,,,,,,,,,,,240,外野手,3,28,1986/12/09,174cm,76kg,O型,右右,北海道,False
松本　剛,,,,,,,,,,,,,,,,,,,,,620,内野手,3,21,1993/08/11,181cm,80kg,AB型,右右,埼玉,False
荒張　裕司,,,,,,,,,,,,,,,,,,,,,510,捕手,5,25,1989/04/24,180cm,85kg,O型,右右,大阪,False
森本　龍弥,,,,,,,,,,,,,,,,,,,,,510,内野手,2,20,1994/06/12,185cm,93kg,O型,右右,兵庫,False
宇佐美　塁大,,,,,,,,,,,,,,,,,,,,,490,内野手,2,20,1994/10/24,177cm,79kg,B型,右右,広島,False
齋藤　俊雄,,,,,,,,,,,,,,,,,,,,,1600,捕手,10,31,1983/12/23,180cm,85kg,A型,右右,愛知,False
深江　真登,,,,,,,,,,,,,,,,,,,,,800,外野手,4,27,1987/09/05,176cm,75kg,A型,右左,神奈川,False
若月　健矢,,,,,,,,,,,,,,,,,,,,,600,捕手,1,19,1995/10/04,179cm,85kg,不明,右右,埼玉,False
庄司　龍二,,,,,,,,,,,,,,,,,,,,,600,捕手,3,27,1987/02/01,176cm,80kg,AB型,右右,和歌山,False
園部　聡,,,,,,,,,,,,,,,,,,,,,550,内野手,1,19,1995/11/10,184cm,94kg,O型,右右,福島,False
奥浪　鏡,,,,,,,,,,,,,,,,,,,,,500,内野手,1,19,1995/08/29,176cm,95kg,A型,右右,広島,False
西川　拓喜,,,,,,,,,,,,,,,,,,,,,500,外野手,2,27,1987/08/15,171cm,68kg,A型,右左,山梨,False
吉田　雄人,,,,,,,,,,,,,,,,,,,,,500,外野手,1,19,1995/04/21,178cm,75kg,B型,右左,北海道,False
原　大輝,,,,,,,,,,,,,,,,,,,,,330,捕手,2,26,1988/06/02,174cm,76kg,A型,右右,広島,False
東　弘明,,,,,,,,,,,,,,,,,,,,,280,内野手,1,22,1992/02/20,180cm,74kg,不明,右右,滋賀,False
